date_posted,link,price,city,subregion,region,post_text,prices_need_cleaning,posts_scraped_on
2021-12-27T10:01:32-0600,https://philadelphia.craigslist.org/lss/d/philadelphia-teach-math-reading-science/7425392554.html,19,Proven Results,None,san_antonio,"Hi! I am a certified teacher with 7 years experience offering tutoring services. I have a proven track record , and I also work alongside a few other teachers! This is our passion! I help students who are falling behind and may have missing assignments or those who would like to be accelerated in learning to stay above their class! I have private , on one one lessons for only $19 per session! We can get started right away but my schedules fills quickly. Call or text me 404-905-5360I teach all subjects K-12Thanks    ",False,2021-12-27
2021-12-23T08:56:28-0600,https://philadelphia.craigslist.org/lss/d/philadelphia-teach-math-reading-science/7424262518.html,19,Proven Results,None,san_antonio,"Hi! I am a certified teacher with 7 years experience offering tutoring services. I have a proven track record , and I also work alongside a few other teachers! This is our passion! I help students who are falling behind and may have missing assignments or those who would like to be accelerated in learning to stay above their class! I have private , on one one lessons for only $19 per session! We can get started right away but my schedules fills quickly. Call or text me 404-905-5360I teach all subjects K-12Thanks    ",False,2021-12-27
2021-12-22T09:19:09-0600,https://philadelphia.craigslist.org/lss/d/philadelphia-teach-math-reading-science/7423879243.html,19,Proven Results,None,san_antonio,"Hi! I am a certified teacher with 7 years experience offering tutoring services. I have a proven track record , and I also work alongside a few other teachers! This is our passion! I help students who are falling behind and may have missing assignments or those who would like to be accelerated in learning to stay above their class! I have private , on one one lessons for only $19 per session! We can get started right away but my schedules fills quickly. Call or text me 404-905-5360I teach all subjects K-12Thanks    ",False,2021-12-27
2021-12-21T09:20:30-0600,https://philadelphia.craigslist.org/lss/d/philadelphia-need-math-science-tutor/7423866789.html,19,Affordable Private Lessons,None,san_antonio,"Hi! I am a certified teacher with 7 years experience offering tutoring services. I have a proven track record , and I also work alongside a few other teachers! This is our passion! I help students who are falling behind and may have missing assignments or those who would like to be accelerated in learning to stay above their class! I have private , on one one lessons for only $19 per session! We can get started right away but my schedules fills quickly. Call or text me 404-905-5360I teach all subjects K-12Thanks    ",False,2021-12-27
2021-12-20T10:37:26-0600,https://philadelphia.craigslist.org/lss/d/philadelphia-am-private-tutor-very/7423474040.html,19,Affordable Private Lessons,None,san_antonio,"Hi! I am a certified teacher with 7 years experience offering tutoring services. I have a proven track record , and I also work alongside a few other teachers! This is our passion! I help students who are falling behind and may have missing assignments or those who would like to be accelerated in learning to stay above their class! I have private , on one one lessons for only $19 per session! We can get started right away but my schedules fills quickly. Call or text me 404-905-5360I teach all subjects K-12Thanks    ",False,2021-12-27
2021-12-18T09:46:23-0600,https://philadelphia.craigslist.org/lss/d/philadelphia-ivy-league-tutor-sat-act/7423153106.html,19,Affordable Private Lessons,None,san_antonio,"Hi! I am a certified teacher with 7 years experience offering tutoring services. I have a proven track record , and I also work alongside a few other teachers! This is our passion! I help students who are falling behind and may have missing assignments or those who would like to be accelerated in learning to stay above their class! I have private , on one one lessons for only $19 per session! We can get started right away but my schedules fills quickly. Call or text me 404-905-5360I teach all subjects K-12Thanks    ",False,2021-12-27
2021-12-17T15:10:47-0600,https://philadelphia.craigslist.org/lss/d/philadelphia-am-private-tutor-very/7423042308.html,19,Affordable Private Lessons,None,san_antonio,"Hi! I am a certified teacher with 7 years experience offering tutoring services. I have a proven track record , and I also work alongside a few other teachers! This is our passion! I help students who are falling behind and may have missing assignments or those who would like to be accelerated in learning to stay above their class! I have private , on one one lessons for only $19 per session! We can get started right away but my schedules fills quickly. Call or text me 404-905-5360I teach all subjects K-12Thanks    ",False,2021-12-27
2021-12-16T09:44:08-0600,https://philadelphia.craigslist.org/lss/d/philadelphia-math-tutor-youtuber-14-yrs/7422761815.html,19,Affordable Private Lessons,None,san_antonio,"Hi! I am a certified teacher with 7 years experience offering tutoring services. I have a proven track record , and I also work alongside a few other teachers! This is our passion! I help students who are falling behind and may have missing assignments or those who would like to be accelerated in learning to stay above their class! I have private , on one one lessons for only $19 per session! We can get started right away but my schedules fills quickly. Call or text me 404-905-5360I teach all subjects K-12Thanks    ",False,2021-12-27
2021-12-15T08:47:41-0600,https://philadelphia.craigslist.org/lss/d/levittown-stats-and-math-tutor/7422651098.html,19,Affordable Private Lessons,None,san_antonio,"Hi! I am a certified teacher with 7 years experience offering tutoring services. I have a proven track record , and I also work alongside a few other teachers! This is our passion! I help students who are falling behind and may have missing assignments or those who would like to be accelerated in learning to stay above their class! I have private , on one one lessons for only $19 per session! We can get started right away but my schedules fills quickly. Call or text me 404-905-5360I teach all subjects K-12Thanks    ",False,2021-12-27
2021-12-14T14:54:41-0600,https://philadelphia.craigslist.org/lss/d/philadelphia-am-private-tutor-very/7422316332.html,"[30, 35, 45]",None,None,san_antonio,"Feel free to text me at 909-640-3570Hi, I was accepted into the Ivy Leagues and tutor math, chemistry, and SAT/ACT. I’ve been a tutor for over 8 years working with students of all ages. I help with homework, quizzes and tests. For ACT/SAT I scored in the top 1%, use official practice tests and teach high-level tricks. I tutor through videocall, so you can work with me from the comfort of your home 🏠.+ Math ($30)+ Chem ($35)+ SAT/ACT ($45)+ Online Tutoring (Zoom/Skype/Facetime)Give me a call or text me at 909-640-3570. My schedule is flexible and we can get started ASAP.    ",True,2021-12-27
2021-12-14T08:24:26-0600,https://philadelphia.craigslist.org/lss/d/philadelphia-am-private-tutor-very/7422070981.html,19,Affordable Private Lessons,None,san_antonio,"Hi! I am a certified teacher with 7 years experience offering tutoring services. I have a proven track record , and I also work alongside a few other teachers! This is our passion! I help students who are falling behind and may have missing assignments or those who would like to be accelerated in learning to stay above their class! I have private , on one one lessons for only $19 per session! We can get started right away but my schedules fills quickly. Call or text me 404-905-5360I teach all subjects K-12Thanks    ",False,2021-12-27
2021-12-13T10:29:48-0600,https://philadelphia.craigslist.org/lss/d/philadelphia-ivy-league-tutor-sat-act/7421485831.html,19,Affordable Private Lessons,None,san_antonio,"Hi! I am a certified teacher with 7 years experience offering tutoring services. I have a proven track record , and I also work alongside a few other teachers! This is our passion! I help students who are falling behind and may have missing assignments or those who would like to be accelerated in learning to stay above their class! I have private , on one one lessons for only $19 per session! We can get started right away but my schedules fills quickly. Call or text me 404-905-5360I teach all subjects K-12Thanks    ",False,2021-12-27
2021-12-11T14:43:08-0600,https://philadelphia.craigslist.org/lss/d/philadelphia-am-private-tutor-very/7421481271.html,19,Affordable Private Lessons,None,san_antonio,"Hi! I am a certified teacher with 7 years experience offering tutoring services. I have a proven track record , and I also work alongside a few other teachers! This is our passion! I help students who are falling behind and may have missing assignments or those who would like to be accelerated in learning to stay above their class! I have private , on one one lessons for only $19 per session! We can get started right away but my schedules fills quickly. Call or text me 404-905-5360I teach all subjects K-12Thanks    ",False,2021-12-27
