date_posted,link,price,city,subregion,region,post_text,prices_need_cleaning,posts_scraped_on
2021-12-23T08:56:28-0600,https://sanantonio.craigslist.org/lss/d/boerne-teach-math-reading-science-one/7424262901.html,19,Proven Results,None,san_antonio,"Hi! I am a certified teacher with 7 years experience offering tutoring services. I have a proven track record , and I also work alongside a few other teachers! This is our passion! I help students who are falling behind and may have missing assignments or those who would like to be accelerated in learning to stay above their class! I have private , on one one lessons for only $19 per session! We can get started right away but my schedules fills quickly. Call or text me 404-905-5360I teach all subjects K-12Thanks    ",False,2021-12-24
2021-12-22T09:19:09-0600,https://sanantonio.craigslist.org/lss/d/boerne-teach-math-reading-science-one/7423879878.html,19,Proven Results,None,san_antonio,"Hi! I am a certified teacher with 7 years experience offering tutoring services. I have a proven track record , and I also work alongside a few other teachers! This is our passion! I help students who are falling behind and may have missing assignments or those who would like to be accelerated in learning to stay above their class! I have private , on one one lessons for only $19 per session! We can get started right away but my schedules fills quickly. Call or text me 404-905-5360I teach all subjects K-12Thanks    ",False,2021-12-24
2021-12-21T09:20:30-0600,https://sanantonio.craigslist.org/lss/d/boerne-am-private-tutor-very-affordable/7423474689.html,19,Affordable Private Lessons,None,san_antonio,"Hi! I am a certified teacher with 7 years experience offering tutoring services. I have a proven track record , and I also work alongside a few other teachers! This is our passion! I help students who are falling behind and may have missing assignments or those who would like to be accelerated in learning to stay above their class! I have private , on one one lessons for only $19 per session! We can get started right away but my schedules fills quickly. Call or text me 404-905-5360I teach all subjects K-12Thanks    ",False,2021-12-24
2021-12-20T10:37:26-0600,https://sanantonio.craigslist.org/lss/d/boerne-am-private-tutor-very-affordable/7423093053.html,19,Affordable Private Lessons,None,san_antonio,"Hi! I am a certified teacher with 7 years experience offering tutoring services. I have a proven track record , and I also work alongside a few other teachers! This is our passion! I help students who are falling behind and may have missing assignments or those who would like to be accelerated in learning to stay above their class! I have private , on one one lessons for only $19 per session! We can get started right away but my schedules fills quickly. Call or text me 404-905-5360I teach all subjects K-12Thanks    ",False,2021-12-24
2021-12-18T09:46:23-0600,https://sanantonio.craigslist.org/lss/d/boerne-am-private-tutor-very-affordable/7422318785.html,19,Affordable Private Lessons,None,san_antonio,"Hi! I am a certified teacher with 7 years experience offering tutoring services. I have a proven track record , and I also work alongside a few other teachers! This is our passion! I help students who are falling behind and may have missing assignments or those who would like to be accelerated in learning to stay above their class! I have private , on one one lessons for only $19 per session! We can get started right away but my schedules fills quickly. Call or text me 404-905-5360I teach all subjects K-12Thanks    ",False,2021-12-24
2021-12-17T15:10:47-0600,https://sanantonio.craigslist.org/lss/d/boerne-am-private-tutor-very-affordable/7422072791.html,19,Affordable Private Lessons,None,san_antonio,"Hi! I am a certified teacher with 7 years experience offering tutoring services. I have a proven track record , and I also work alongside a few other teachers! This is our passion! I help students who are falling behind and may have missing assignments or those who would like to be accelerated in learning to stay above their class! I have private , on one one lessons for only $19 per session! We can get started right away but my schedules fills quickly. Call or text me 404-905-5360I teach all subjects K-12Thanks    ",False,2021-12-24
2021-12-16T09:44:08-0600,https://sanantonio.craigslist.org/lss/d/boerne-am-private-tutor-very-affordable/7421481765.html,19,Affordable Private Lessons,None,san_antonio,"Hi! I am a certified teacher with 7 years experience offering tutoring services. I have a proven track record , and I also work alongside a few other teachers! This is our passion! I help students who are falling behind and may have missing assignments or those who would like to be accelerated in learning to stay above their class! I have private , on one one lessons for only $19 per session! We can get started right away but my schedules fills quickly. Call or text me 404-905-5360I teach all subjects K-12Thanks    ",False,2021-12-24
2021-12-15T08:47:41-0600,https://sanantonio.craigslist.org/lss/d/boerne-am-private-tutor-very-affordable/7421037717.html,19,Affordable Private Lessons,None,san_antonio,"Hi! I am a certified teacher with 7 years experience offering tutoring services. I have a proven track record , and I also work alongside a few other teachers! This is our passion! I help students who are falling behind and may have missing assignments or those who would like to be accelerated in learning to stay above their class! I have private , on one one lessons for only $19 per session! We can get started right away but my schedules fills quickly. Call or text me 404-905-5360I teach all subjects K-12Thanks    ",False,2021-12-24
2021-12-14T14:54:41-0600,https://sanantonio.craigslist.org/lss/d/san-antonio-math-chem-sat-act-tutor-30/7420795584.html,"[30, 35, 45]",None,None,san_antonio,"Feel free to text me at 909-640-3570Hi, I was accepted into the Ivy Leagues and tutor math, chemistry, and SAT/ACT. I’ve been a tutor for over 8 years working with students of all ages. I help with homework, quizzes and tests. For ACT/SAT I scored in the top 1%, use official practice tests and teach high-level tricks. I tutor through videocall, so you can work with me from the comfort of your home 🏠.+ Math ($30)+ Chem ($35)+ SAT/ACT ($45)+ Online Tutoring (Zoom/Skype/Facetime)Give me a call or text me at 909-640-3570. My schedule is flexible and we can get started ASAP.    ",True,2021-12-24
2021-12-14T08:24:26-0600,https://sanantonio.craigslist.org/lss/d/boerne-am-private-tutor-very-affordable/7420592515.html,19,Affordable Private Lessons,None,san_antonio,"Hi! I am a certified teacher with 7 years experience offering tutoring services. I have a proven track record , and I also work alongside a few other teachers! This is our passion! I help students who are falling behind and may have missing assignments or those who would like to be accelerated in learning to stay above their class! I have private , on one one lessons for only $19 per session! We can get started right away but my schedules fills quickly. Call or text me 404-905-5360I teach all subjects K-12Thanks    ",False,2021-12-24
